citing_oid	citing_date	nd_cite	nw_cite	class	fix	context
19860	2024-06-06	2020 ND 261	952 N.W.2d 233	DB_NO_PARALLEL		e the issue of the sufficiency of the evidence for appeal.” State v. Rodriguez, 2020 ND 261, ¶ 13, 952 N.W.2d 233. We ma
19861	2024-06-06	2022 ND 44	971 N.W.2d 811	DB_NO_PARALLEL		the required culpability is inconsistent with crimes requiring specific intent. 2022 ND 44, ¶¶ 21, 25, 971 N.W.2d 811. T
19861	2024-06-06	2022 ND 160	978 N.W.2d 734	DB_NO_PARALLEL		otion.” Juries are presumed to follow the court’s instructions. State v. Lyman, 2022 ND 160, ¶ 8, 978 N.W.2d 734. We hav
19864	2024-06-06	2020 ND 30	938 N.W.2d 897	DB_NO_PARALLEL		onclusion in State v. Thomas would be more closely related to Goodale's appeal. 2020 ND 30, 938 N.W.2d 897. In Thoma
19866	2024-06-20	2024 ND 31	3 N.W.3d 133	DB_NO_PARALLEL		g of fact based upon an inference supported by the evidence.” Nelson v. Nelson, 2024 ND 31, ¶ 6, 3 N.W.3d 133 (internal
19867	2024-06-20	2024 ND 65	5 N.W.3d 509	DB_NO_PARALLEL		with a definite and firm conviction a mistake has been made.” Kemmet v. Kemmet, 2024 ND 65, ¶ 5, 5 N.W.3d 509 (quoting
19867	2024-06-20	2022 ND 136	977 N.W.2d 294	DB_NO_PARALLEL		.” Kemmet v. Kemmet, 2024 ND 65, ¶ 5, 5 N.W.3d 509 (quoting Berdahl v. Berdahl, 2022 ND 136, ¶ 6, 977 N.W.2d 294). Legal
19867	2024-06-20	2023 ND 197	997 N.W.2d 99	DB_NO_PARALLEL		of statutory interpretation, are fully reviewable on appeal. Severance v. Howe, 2023 ND 197, ¶ 19, 997 N.W.2d 99. “Our p
19856	2024-07-03	2020 ND 224	949 N.W.2d 841	DB_NO_PARALLEL		with a definite and firm conviction a mistake has been made.” Hunter v. State, 2020 ND 224, ¶ 11, 949 N.W.2d 841. “In a 
19856	2024-07-03	2019 ND 230	933 N.W.2d 84	DB_NO_PARALLEL		for twenty years before the commencement of such action.’” Larson v. Tonneson, 2019 ND 230, ¶ 12, 933 N.W.2d 84. A party
19870	2024-07-05	2021 ND 206	966 N.W.2d 557	DB_NO_PARALLEL		y followed is a question of law which will be reviewed de novo. Chase v. State, 2021 ND 206, ¶ 5, 966 N.W.2d 557. In Cha
19871	2024-07-05	2024 ND 6	1 N.W.3d 602	DB_NO_PARALLEL		igh conflicting evidence or judge the credibility of witnesses. State v. Salou, 2024 ND 6, ¶ 12, 1 N.W.3d 602 (quoting
19873	2024-07-05	2020 ND 267	952 N.W.2d 86	DB_NO_PARALLEL		barrier as the definite boundary discussed by this Court in McCarvel v. Perhus, 2020 ND 267, ¶ 11, 952 N.W.2d 86, and te
19875	2024-07-05	2022 ND 136	977 N.W.2d 294	DB_NO_PARALLEL		strict court’s factual findings are presumptively correct.” Berdahl v. Berdahl, 2022 ND 136, ¶ 6, 977 N.W.2d 294 (quotin
19878	2024-07-05	2022 ND 215	982 N.W.2d 604	DB_NO_PARALLEL		ve rejected the plea agreement and insisted on going to trial. Watson v. State, 2022 ND 215, ¶ 11, 982 N.W.2d 604; see B
19878	2024-07-05	2022 ND 147	977 N.W.2d 718	DB_NO_PARALLEL		“manifest injustice” analysis is similar to N.D.R.Crim.P. 33. Bridges v. State, 2022 ND 147, ¶¶ 9-11, 977 N.W.2d 718. We
19879	2024-07-05	2024 ND 79	6 N.W.3d 619	DB_NO_PARALLEL		rve the issue of sufficiency of the evidence for appeal. See State v. Pederson, 2024 ND 79, ¶ 17, 6 N.W.3d 619 (a defend
19879	2024-07-05	2024 ND 105	7 N.W.3d 252	DB_NO_PARALLEL		issue of sufficiency of the evidence under obvious error. See State v. Reller, 2024 ND 105, ¶ 2, 7 N.W.3d 252 (“This Co
19880	2024-07-05	2020 ND 179	947 N.W.2d 910	DB_NO_PARALLEL		g and effect to every word, phrase, and sentence.”); Wilkinson v. Bd. of Univ., 2020 ND 179, ¶ 34, 947 N.W.2d 910 (“When
19881	2024-07-05	2023 ND 47	988 N.W.2d 254	DB_NO_PARALLEL		posure. Watts appealed his conviction, and this Court affirmed. State v. Watts, 2023 ND 47, 988 N.W.2d 254. Watts fi
19881	2024-07-05	2024 ND 67	5 N.W.3d 521	DB_NO_PARALLEL		ing are subject to the clearly erroneous standard of review. Urrabazo v. State, 2024 ND 67, ¶ 6, 5 N.W.3d 521. After a
19882	2024-07-05	2023 ND 235	999 N.W.2d 203	DB_NO_PARALLEL		he moving party to judgment as a matter of law. Powell v. Statoil Oil & Gas LP, 2023 ND 235, ¶ 7, 999 N.W.2d 203 (quotin
19882	2024-07-05	2022 ND 8	969 N.W.2d 175	OTHER		999 N.W.2d 203 (quoting Vic Christensen Min. Tr. v. Enerplus Res. (USA) Corp., 2022 ND 8, ¶ 8, 969 N.W.2d 175). Interpr
19882	2024-07-05	2023 ND 235	999 N.W.2d 203	DB_NO_PARALLEL		atute of limitations period is ten years under this Court’s decision in Powell, 2023 ND 235, 999 N.W.2d 203. [6][¶9
19882	2024-07-05	2023 ND 235	999 N.W.2d 203	DB_NO_PARALLEL		e underpayment of royalties under the oil and gas lease. Id. [¶12] In Powell, 2023 ND 235, ¶ 13, 999 N.W.2d 203, this Co
19882	2024-07-05	2023 ND 235	999 N.W.2d 203	DB_NO_PARALLEL		upon a statute for a penalty or forfeiture,” N.D.C.C. § 28-01-17(2). In Powell, 2023 ND 235, ¶ 11, 999 N.W.2d 203, we ex
19882	2024-07-05	2023 ND 235	999 N.W.2d 203	DB_NO_PARALLEL		statute of limitations in N.D.C.C. § 28-01-15(2) applied to the claim. Powell, 2023 ND 235, ¶ 13, 999 N.W.2d 203. Unlike
19884	2024-07-18	2022 ND 149	978 N.W.2d 641	DB_NO_PARALLEL		on, 2019 ND 157, ¶ 9, 930 N.W.2d 125. [¶9] Our decision in State v. Pendleton, 2022 ND 149, 978 N.W.2d 641, foreclos
19884	2024-07-18	2018 ND 56	907 N.W.2d 361	DB_NO_PARALLEL		ls. An allegation of error is waived when the error is invited. State v. Rende, 2018 ND 56, ¶ 9, 907 N.W.2d 361. We conc
19887	2024-07-18	2024 ND 110	7 N.W.3d 253	DB_NO_PARALLEL		judicially noticing the criminal file and everything in it. State v. Studhorse, 2024 ND 110, ¶ 25, 7 N.W.3d 253. V [¶20
19888	2024-07-18	2024 ND 6	1 N.W.3d 602	DB_NO_PARALLEL		al mental process or if it misinterprets or misapplies the law. State v. Salou, 2024 ND 6, ¶ 7, 1 N.W.3d 602 (citation
19889	2024-07-18	2023 ND 151	994 N.W.2d 347	DB_NO_PARALLEL		the district court held an evidentiary hearing on remand. See Wootan v. State, 2023 ND 151, ¶ 11, 994 N.W.2d 347 (remand
19889	2024-07-18	2024 ND 94	6 N.W.3d 853	DB_NO_PARALLEL		ack the voluntary and intelligent character of the guilty plea.” Jung v. State, 2024 ND 94, ¶ 11, 6 N.W.3d 853 (citation
19889	2024-07-18	2024 ND 96	6 N.W.3d 860	DB_NO_PARALLEL		, and we review the court’s decision for abuse of discretion.” State v. Rangel, 2024 ND 96, ¶ 6, 6 N.W.3d 860 (citation
19889	2024-07-18	2024 ND 67	5 N.W.3d 521	DB_NO_PARALLEL		ing are subject to the clearly erroneous standard of review. Urrabazo v. State, 2024 ND 67, ¶ 6, 5 N.W.3d 521. After a
19890	2024-07-18	2024 ND 44	4 N.W.3d 203	DB_NO_PARALLEL		determine the credibility of the witnesses.” Meuchel v. Red Trail Energy, LLC, 2024 ND 44, ¶ 16, 4 N.W.3d 203 (quoting
19892	2024-07-18	2023 ND 130	993 N.W.2d 528	DB_NO_PARALLEL		rial is not necessary to preserve issues for appellate review. State v. Knight, 2023 ND 130, ¶ 6, 993 N.W.2d 528. The St
19893	2024-07-18	2021 ND 17	954 N.W.2d 707	DB_NO_PARALLEL		rationale in awarding spousal support.’” Id. (quoting Willprecht v. Willprecht, 2021 ND 17, ¶ 11, 954 N.W.2d 707). A dis
19893	2024-07-18	2018 ND 34	905 N.W.2d 914	DB_NO_PARALLEL		of living the parties enjoyed during their marriage. See Innis-Smith v. Smith, 2018 ND 34, ¶ 22, 905 N.W.2d 914 (an awar
19893	2024-07-18	2023 ND 240	999 N.W.2d 192	DB_NO_PARALLEL		efinite and firm conviction that a mistake has been made. Williams v. Williams, 2023 ND 240, ¶ 14, 999 N.W.2d 192 (quoti
19894	2024-07-18	2022 ND 203	982 N.W.2d 275	DB_NO_PARALLEL		scretion. In re J.S.L., 2009 ND 43, ¶ 18, 763 N.W.2d 783; Buchholz v. Buchholz, 2022 ND 203, ¶ 32, 982 N.W.2d 275. [¶6] 
19895	2024-07-18	2020 ND 224	949 N.W.2d 841	DB_NO_PARALLEL		with a definite and firm conviction a mistake has been made.” Hunter v. State, 2020 ND 224, ¶ 11, 949 N.W.2d 841. “In a 
19898	2024-07-18	2009 ND 190	776 N.W.2d 582	OTHER		to have occurred prior to the guilty plea, including a double jeopardy claim.” 2009 ND 190, ¶ 2, 776 N.W.2d 582. On Augu
19898	2024-07-18	2022 ND 147	977 N.W.2d 718	DB_NO_PARALLEL		e and governed by the North Dakota Rules of Civil Procedure.” Bridges v. State, 2022 ND 147, ¶ 5, 977 N.W.2d 718. “Quest
19898	2024-07-18	2020 ND 224	949 N.W.2d 841	DB_NO_PARALLEL		Black Elk v. State, 2023 ND 150, ¶ 5, 994 N.W.2d 394 (quoting Hunter v. State, 2020 ND 224, ¶ 11, 949 N.W.2d 841). A cle
19898	2024-07-18	2023 ND 247	1 N.W.3d 593	DB_NO_PARALLEL		xed question of law and fact and is fully reviewable on appeal.” Koon v. State, 2023 ND 247, ¶ 21, 1 N.W.3d 593 (quoting
19898	2024-07-18	2024 ND 67	5 N.W.3d 521	DB_NO_PARALLEL		ase by addressing only one prong it is encouraged to do so.” Urrabazo v. State, 2024 ND 67, ¶ 13, 5 N.W.3d 521 (quoting
19899	2024-07-18	2024 ND 110	7 N.W.3d 253	DB_NO_PARALLEL		ponse to requests for comments or additional instructions); State v. Studhorse, 2024 ND 110, ¶ 25, 7 N.W.3d 253 (declini
19900	2024-08-01	2023 ND 192	996 N.W.2d 649	DB_NO_PARALLEL		definite and firm conviction a mistake has been made.” State v. Hatzenbuehler, 2023 ND 192, ¶ 6, 996 N.W.2d 649 (quoting
19901	2024-08-01	2019 ND 54	923 N.W.2d 137	OTHER		ant decision affecting their child, even after seeking professional assistance. 2019 ND 54, ¶ 15, 923 N.W.2d 137. Here t
19903	2024-08-01	2020 ND 73	940 N.W.2d 857	DB_NO_PARALLEL		s. Co., 2023 ND 37, ¶ 12, 987 N.W.2d 369 (citing N. Star Mut. Ins. v. Ackerman, 2020 ND 73, ¶ 6, 940 N.W.2d 857); Braver
19904	2024-08-01	2020 ND 203	949 N.W.2d 214	DB_NO_PARALLEL		Burgum v. Jaeger, 2020 ND 251, ¶ 10, 951 N.W.2d 380 (quoting Onstad v. Jaeger, 2020 ND 203, ¶ 8, 949 N.W.2d 214). “To be
19904	2024-08-01	2022 ND 118	975 N.W.2d 552	DB_NO_PARALLEL		mandamus absent an abuse of discretion. Larson v. N.D. Workforce Safety & Ins., 2022 ND 118, ¶ 17, 975 N.W.2d 552. “A co
19904	2024-08-01	2021 ND 104	960 N.W.2d 811	DB_NO_PARALLEL		, 2022 ND 230, ¶ 15, 983 N.W.2d 169; see also Matter of Guardianship of S.M.H., 2021 ND 104, ¶ 19, 960 N.W.2d 811 (“The 
19905	2024-08-01	2024 ND 78	6 N.W.3d 639	DB_NO_PARALLEL		rties must request and object to specific jury instructions.” State v. Hartson, 2024 ND 78, ¶ 19, 6 N.W.3d 639 (quoting
19905	2024-08-01	2022 ND 44	971 N.W.2d 811	DB_NO_PARALLEL		as plain, and (3) that affected a party’s substantial rights.” State v. Gaddie, 2022 ND 44, ¶ 4, 971 N.W.2d 811; see als
19905	2024-08-01	2024 ND 110	7 N.W.3d 253	DB_NO_PARALLEL		”). [¶25] Watts has the burden to establish obvious error. State v. Studhorse, 2024 ND 110, ¶ 4, 7 N.W.3d 253. An appel
19906	2024-08-01	2020 ND 73	940 N.W.2d 857	DB_NO_PARALLEL		. Co., 2023 ND 37, ¶ 12, 987 N.W.2d 369 (quoting N. Star Mut. Ins. v. Ackerman, 2020 ND 73, ¶ 6, 940 N.W.2d 857). A [¶8
19906	2024-08-01	2023 ND 171	996 N.W.2d 329	DB_NO_PARALLEL		the defendant instigated the breach without justification.” Berger v. Sellers, 2023 ND 171, ¶ 48, 996 N.W.2d 329 (quotin
19908	2024-08-01	2019 ND 230	933 N.W.2d 84	DB_NO_PARALLEL		e possession may be shown by a combination of various acts. Larson v. Tonneson, 2019 ND 230, ¶ 29, 933 N.W.2d 84; see al
19908	2024-08-01	2018 ND 29	906 N.W.2d 98	DB_NO_PARALLEL		ion accrued against the first adverse user.” Benson v. Feland Bros. Properties, 2018 ND 29, ¶ 19, 906 N.W.2d 98. A [¶16]
19908	2024-08-01	2020 ND 267	952 N.W.2d 86	DB_NO_PARALLEL		and concluded it was the same type of boundary discussed in McCarvel v. Perhus, 2020 ND 267, 952 N.W.2d 86. In McCar
19909	2024-08-14	2010 ND 152	787 N.W.2d 716	DB_NO_PARALLEL		"."" State v. Carlson, 2016 ND 130, ¶ 6, 881 N.W.2d 649 (quoting State v. Hammer, 2010 ND 152, ¶ 26, 787 N.W.2d 716). [¶7]"
19910	2024-08-14	2020 ND 183	947 N.W.2d 906	DB_NO_PARALLEL		ecords, which are presumed open. N.D. Sup. Ct. Admin. R. 41; *State v. M.J.W.*, 2020 ND 183, ¶ 6, 947 N.W.2d 906. We con
19910	2024-08-14	2018 ND 22	906 N.W.2d 333	DB_NO_PARALLEL		"ion. *Little v. Stark Cnty. Sheriff on behalf of Stark Cnty. Sheriff's Office*, 2018 ND 22, ¶ 8, 906 N.W.2d 333. ""A peti"
19910	2024-08-14	2022 ND 118	975 N.W.2d 552	DB_NO_PARALLEL		"to be compelled by the writ."" *Larson v. N. Dakota Workforce Safety and Ins.*, 2022 ND 118, ¶ 17, 975 N.W.2d 552 (quotin"
19911	2024-08-14	2022 ND 148	978 N.W.2d 72	DB_NO_PARALLEL		fees. We affirm the district court judgment. I [¶2] In Bolinske v. Sandstrom, 2022 ND 148, ¶ 33, 978 N.W.2d 72, we affir
19912	2024-08-14	2023 ND 192	996 N.W.2d 649	DB_NO_PARALLEL		lish the violation by a preponderance of the evidence.” State v. Hatzenbuehler, 2023 ND 192, ¶ 6, 996 N.W.2d 649. “We ap
19912	2024-08-14	2024 ND 39	4 N.W.3d 242	DB_NO_PARALLEL		r joint and may be shown entirely by circumstantial evidence.’” State v. Wiese, 2024 ND 39, ¶ 11, 4 N.W.3d 242 (quoting
19914	2024-08-14	2024 ND 44	4 N.W.3d 203	DB_NO_PARALLEL		ict court on its credibility determinations.” Meuchel v. Red Trail Energy, LLC, 2024 ND 44, ¶ 5, 4 N.W.3d 203 (cleaned
19914	2024-08-14	2024 ND 85	6 N.W.3d 611	DB_NO_PARALLEL		s a question of law subject to de novo review. Harris v. Oasis Petroleum, Inc., 2024 ND 85, ¶ 11, 6 N.W.3d 611. “The det
19914	2024-08-14	2024 ND 16	2 N.W.3d 672	DB_NO_PARALLEL		judgment entered.” Id. (quoting LAWC Holdings, LLC v. Vincent Watford, L.L.C., 2024 ND 16, ¶ 13, 2 N.W.3d 672). While t
19914	2024-08-14	2024 ND 53	5 N.W.3d 531	DB_NO_PARALLEL		on of law that we review de novo on the record.” Dahms v. Legacy Plumbing, LLC, 2024 ND 53, ¶ 4, 5 N.W.3d 531 (quoting
19915	2024-08-14	2018 ND 45	907 N.W.2d 773	DB_NO_PARALLEL		d determination, or if it misinterprets or misapplies the law.” State v. Bruce, 2018 ND 45, ¶ 4, 907 N.W.2d 773 (interna
19915	2024-08-14	2022 ND 44	971 N.W.2d 811	DB_NO_PARALLEL		tatutes against the government and in favor of the defendant.” State v. Gaddie, 2022 ND 44, ¶ 17, 971 N.W.2d 811 (quotin
19915	2024-08-14	2023 ND 202	997 N.W.2d 97	DB_NO_PARALLEL		State v. Pippin, 496 N.W.2d 50, 52-53 (N.D. 1993)); see also State v. Gonzales, 2023 ND 202, ¶¶ 4-5, 997 N.W.2d 97 (reve
19915	2024-08-14	2024 ND 29	3 N.W.3d 142	DB_NO_PARALLEL		add the costs of prosecution as an additional punishment. See State v. Fischer, 2024 ND 29, ¶ 14, 3 N.W.3d 142 (stating
19917	2024-08-28	2024 ND 80	6 N.W.3d 623	DB_NO_PARALLEL		otion for new trial under the abuse of discretion standard. Zander v. Morsette, 2024 ND 80, ¶ 7, 6 N.W.3d 623. A court
19917	2024-08-28	2018 ND 11	906 N.W.2d 105	DB_NO_PARALLEL		and clearly contrary to the evidence.” Cont’l Res., Inc. v. P&P Indus., LLC I, 2018 ND 11, ¶ 12, 906 N.W.2d 105. [¶9] Th
19917	2024-08-28	2021 ND 97	960 N.W.2d 805	DB_NO_PARALLEL		113, ¶ 23, 974 N.W.2d 666. State by & through Workforce Safety & Ins. v. Felan, 2021 ND 97, ¶ 15, 960 N.W.2d 805; City o
19917	2024-08-28	2019 ND 51	923 N.W.2d 123	OTHER		ence in the context of other evidence presented during trial.” State v. Powley, 2019 ND 51, ¶ 9, 923 N.W.2d 123 (quoting
19917	2024-08-28	2024 ND 88	6 N.W.3d 582	DB_NO_PARALLEL		l unless that discretion has been abused.” Spottie, Inc. v. Baiul-Farina, Ltd., 2024 ND 88, ¶ 11, 6 N.W.3d 582 (quoting
19917	2024-08-28	2024 ND 6	1 N.W.3d 602	DB_NO_PARALLEL		v. Baiul-Farina, Ltd., 2024 ND 88, ¶ 11, 6 N.W.3d 582 (quoting State v. Salou, 2024 ND 6, ¶ 7, 1 N.W.3d 602). “A dist
19917	2024-08-28	2024 ND 85	6 N.W.3d 611	DB_NO_PARALLEL		ue may arise on remand, our recent decision in Harris v. Oasis Petroleum, Inc., 2024 ND 85, ¶ 19, 6 N.W.3d 611, is dispo
19919	2024-08-28	2022 ND 44	971 N.W.2d 811	DB_NO_PARALLEL		ount due to an unanimity problem in the jury instructions. See State v. Gaddie, 2022 ND 44, ¶ 15, 971 N.W.2d 811. [¶3] G
19919	2024-08-28	2023 ND 181	996 N.W.2d 296	DB_NO_PARALLEL		N.D.C.C. ch. 29-32.1, governs postconviction relief proceedings. Isac v. State, 2023 ND 181, ¶ 5, 996 N.W.2d 296. The ap
19919	2024-08-28	2022 ND 160	978 N.W.2d 734	DB_NO_PARALLEL		te misconduct, and (2) the misconduct had a prejudicial effect. State v. Lyman, 2022 ND 160, ¶ 8, 978 N.W.2d 734. The pr
19920	2024-09-12	2020 ND 260	952 N.W.2d 83	DB_NO_PARALLEL		d to all the sanctity of a conventional contract. Discover Bank v. Hornbacher, 2020 ND 260, ¶ 3, 952 N.W.2d 83 (citation
19927	2024-09-26	2021 ND 19	955 N.W.2d 27	DB_NO_PARALLEL		the punishment of a public offense.”); see also, e.g., Johnson v. Menard, Inc., 2021 ND 19, ¶ 24, 955 N.W.2d 27 (explain
19930	2024-09-26	2024 ND 78	6 N.W.3d 639	DB_NO_PARALLEL		rties must request and object to specific jury instructions.” State v. Hartson, 2024 ND 78, ¶ 19, 6 N.W.3d 639 (quoting
19930	2024-09-26	2024 ND 110	7 N.W.3d 253	DB_NO_PARALLEL		e requests we review the instruction for obvious error. See State v. Studhorse, 2024 ND 110, ¶ 23, 7 N.W.3d 253 (stating
19930	2024-09-26	2023 ND 6	984 N.W.2d 367	DB_NO_PARALLEL		s.” State v. Gardner, 2023 ND 116, ¶ 5, 992 N.W.2d 535 (quoting State v. Smith, 2023 ND 6, ¶ 5, 984 N.W.2d 367). “To con
19930	2024-09-26	2022 ND 44	971 N.W.2d 811	DB_NO_PARALLEL		instruction standing alone may be insufficient or erroneous.” State v. Gaddie, 2022 ND 44, ¶ 6, 971 N.W.2d 811. [¶12] U
19930	2024-09-26	2019 ND 274	935 N.W.2d 665	DB_NO_PARALLEL		ng limits or substantially relied on an impermissible factor.” State v. Maines, 2019 ND 274, ¶ 4, 935 N.W.2d 665 (cleane
19930	2024-09-26	2024 ND 39	4 N.W.3d 242	DB_NO_PARALLEL		ppellate rules must be complied with and treated respectfully.” State v. Wiese, 2024 ND 39, ¶ 7, 4 N.W.3d 242. [¶20] U
19930	2024-09-26	2024 ND 79	6 N.W.3d 619	DB_NO_PARALLEL		es that have been thoroughly briefed and argued.”); see also State v. Pederson, 2024 ND 79, ¶ 18, 6 N.W.3d 619 (declinin
19930	2024-09-26	2020 ND 30	938 N.W.2d 897	DB_NO_PARALLEL		e a claim of illegal sentence imposed in a criminal judgment.” State v. Thomas, 2020 ND 30, ¶ 16, 938 N.W.2d 897. This C
19930	2024-09-26	2021 ND 4	953 N.W.2d 607	DB_NO_PARALLEL		ot lawfully be imposed in that case under any circumstances.” State v. Evanson, 2021 ND 4, ¶ 7, 953 N.W.2d 607; see also
19931	2024-09-26	2024 ND 96	6 N.W.3d 860	DB_NO_PARALLEL		, and we review the court's decision for abuse of discretion.” State v. Rangel, 2024 ND 96, ¶ 6, 6 N.W.3d 860 (citation
19931	2024-09-26	2024 ND 67	5 N.W.3d 521	DB_NO_PARALLEL		ing are subject to the clearly erroneous standard of review. Urrabazo v. State, 2024 ND 67, ¶ 6, 5 N.W.3d 521. After a
19933	2024-09-26	2024 ND 46	4 N.W.3d 526	DB_NO_PARALLEL		y or overriding royalty. (Emphasis added.) See also Petro-Hunt, L.L.C. v. Tank, 2024 ND 46, ¶¶ 28-30, 4 N.W.3d 526 (reco
19933	2024-09-26	2022 ND 150	978 N.W.2d 679	DB_NO_PARALLEL		ts] property.” Wilkinson, 2022 ND 183, ¶ 25; Cf. Nw. Landowners Ass’n v. State, 2022 ND 150, ¶ 26, 978 N.W.2d 679 (concl
19936	2024-09-26	2024 ND 110	7 N.W.3d 253	DB_NO_PARALLEL		ue. State v. Helm, 2020 ND 155, ¶¶ 6-7, 946 N.W.2d 503; see State v. Studhorse, 2024 ND 110, ¶ 25, 7 N.W.3d 253 (declini
19937	2024-10-10	2022 ND 163	978 N.W.2d 727	DB_NO_PARALLEL		the Uniform Postconviction Procedure Act, N.D.C.C. ch. 29-32.1. Vogt v. State, 2022 ND 163, ¶ 5, 978 N.W.2d 727. In post
19937	2024-10-10	2024 ND 67	5 N.W.3d 521	DB_NO_PARALLEL		fully reviewable on appeal of a post-conviction proceeding. Urrabazo v. State, 2024 ND 67, ¶ 6, 5 N.W.3d 521 (quoting
19937	2024-10-10	2023 ND 247	1 N.W.3d 593	DB_NO_PARALLEL		fully reviewable on appeal. Urrabazo, 2024 ND 67, ¶ 13 (quoting Koon v. State, 2023 ND 247, ¶ 21, 1 N.W.3d 593). [¶8] “
19937	2024-10-10	2024 ND 38	4 N.W.3d 212	DB_NO_PARALLEL		in the wide range of reasonable professional assistance.” Archambault v. State, 2024 ND 38, ¶ 6, 4 N.W.3d 212 (cleaned
19937	2024-10-10	2024 ND 170	11 N.W.3d 21	DB_NO_PARALLEL		misconduct, and (2) the misconduct had a prejudicial effect.” Gaddie v. State, 2024 ND 170, ¶ 9, 11 N.W.3d 21. “The pro
19937	2024-10-10	2022 ND 160	978 N.W.2d 734	DB_NO_PARALLEL		ntly prejudicial to violate a defendant’s due process rights.’” State v. Lyman, 2022 ND 160, ¶ 8, 978 N.W.2d 734 (quotin
19937	2024-10-10	2024 ND 158	10 N.W.3d 563	DB_NO_PARALLEL		about a defendant’s invocation of the right to remain silent.” State v. Watts, 2024 ND 158, ¶ 22, 10 N.W.3d 563 (quoting
19937	2024-10-10	2023 ND 130	993 N.W.2d 528	DB_NO_PARALLEL		ines of the rule prohibiting impeachment of the jury verdict.” State v. Knight, 2023 ND 130, ¶ 17, 993 N.W.2d 528 (quoti
19938	2024-10-10	2024 ND 130	9 N.W.3d 687	DB_NO_PARALLEL		f merit, or demonstrates bad faith in pursuing the litigation.” McCay v. McCay, 2024 ND 130, ¶ 30, 9 N.W.3d 687. Alexand
19939	2024-10-10	2020 ND 147	945 N.W.2d 288	DB_NO_PARALLEL		anship. Subject matter jurisdiction can be raised at any time. Lavallie v. Jay, 2020 ND 147, ¶ 5, 945 N.W.2d 288. When j
19941	2024-10-10	2024 ND 107	7 N.W.3d 291	DB_NO_PARALLEL		a question of law that is fully reviewable on appeal. Meuchel v. MR Props. LLC, 2024 ND 107, ¶ 10, 7 N.W.3d 291. Interpr
19946	2024-10-24	2023 ND 140	994 N.W.2d 177	DB_NO_PARALLEL		t will not be overturned unless it is clearly erroneous.” Legacie-Lowe v. Lowe, 2023 ND 140, ¶ 4, 994 N.W.2d 177 (citati
19946	2024-10-24	2020 ND 262	952 N.W.2d 102	DB_NO_PARALLEL		of the weight of the evidence is not clearly erroneous.” Lindstaedt v. George, 2020 ND 262, ¶ 6, 952 N.W.2d 102 (cleaned
19947	2024-10-24	2023 ND 247	1 N.W.3d 593	DB_NO_PARALLEL		quires the proceedings be overseen by an impartial fact-finder.” Koon v. State, 2023 ND 247, ¶ 15, 1 N.W.3d 593 (citatio
19947	2024-10-24	2020 ND 148	945 N.W.2d 331	DB_NO_PARALLEL		alone are not evidence of judicial bias or partiality. Wisnewski v. Wisnewski, 2020 ND 148, ¶ 65, 945 N.W.2d 331. “In a 
19948	2024-10-24	2019 ND 276	935 N.W.2d 773	DB_NO_PARALLEL		iduals. We summarily affirm under N.D.R.App.P. 35.1(a)(7). See State v. Legare, 2019 ND 276, ¶ 9, 935 N.W.2d 773 (“Gener
19949	2024-10-24	2020 ND 217	950 N.W.2d 142	DB_NO_PARALLEL		rty dies during district court proceedings. Ring v. N.D. Dep’t of Human Servs., 2020 ND 217, ¶ 7, 950 N.W.2d 142. Rule 2
19950	2024-10-24	2022 ND 43	971 N.W.2d 392	DB_NO_PARALLEL		sale. Behrens appealed from an order confirming the sale. In Malloy v. Behrens, 2022 ND 43, 971 N.W.2d 392 (“Malloy
19954	2024-11-08	2024 ND 157	10 N.W.3d 578	DB_NO_PARALLEL		and adequate remedy exists in the ordinary course of law.” Nordquist v. Alonge, 2024 ND 157, ¶ 10, 10 N.W.3d 578 (quotin
